book,sentence_path,section,composition,similarity,normalized_similarity,text,n_words
4Q223_224,4Q223_224:f2iv:16-f2iv:23,non_sectarian_texts,Book_of_Jubilees,0.92357147,0.8193706,השלך חצכה והפל את הצר והרוג את האויב ויהי לכה כוח כי לוא נהרוג את אחיכה כי אחיכה הוא ודומה לכה הוא וכמוכה הוא אצלנו לכבוד אז דרך יעקוב את קשתו והשליך את החץ הראשון והכה את עישאו אחיהו אל שדו הימיני והרג אותו והשליך חץ שני והכה את אדורים הארמי אל שדו השמאלי וגרשו והרגו ואז יצאו בני יעקוב המה ועבדיהם נחלקים לארבע רוחות הבירה ויצא יהודה ראשון ונפתלי וגד עמו וחמשיהם עמם לדרום הבירה והרגו כול אשר מצאו לפניהם ולוא נמלט מהם עד אחד ולוי ודן ואשר יצאו למזרח הבירה וחמשיהם עמם ויהרוגו את גבורי מואב ועמון ויצא ראובן ,102
4Q491,4Q491:f1_3:11-f1_3:15,sectarian_texts,4QM,0.923447,0.8189032,מערכות מערכה אחר מערכה ורוח ישימו בין המערכות ובין המערכות ויצאו חליפות למלחמה אלה אנשי הבינים ולעומתמה אנשי הרכב ועמדו בין המערכות ואם אורב ישימו למערכת שלוש מערכות אורבים יהיו מרחוק ולוא יקומו המלחמה וחצוצרות התרועה ישמיעו ואנשי הבינים יחלו ידמה להפיל בחללי האשמה ואחר יקום האורב ממקומו וסדרגםמעהוא את מערכותיו והמאסף מימין ומשמאול ובאחור ובפנים ארבעת הרוחות ם במלחמות כלה והיו כול המערכות הנגשות למלחמת האויב במקום אחד המערכה הראישונה תצא למלחמה והשנית עומדת גם המה על מעמדמה עם מלא עונתמם הראישונים ישובו וקמו ,86
11Q19,11Q19:18:1-18:14,unknown,Temple Scroll,0.92337364,0.8186276, ה א לאיל הזה מקרא קודש יהיה להמה היום הזה ו והקריבו שעיר עזים לחטאת ל לכפר עליהמה מנחתו ונסכו כמשפט עשרון סולת בלולה בשמן רביעית ההין ויין לנסך רביעית ההין יכפר על עם הקהל מכול אשמתם ונסלח להמה לדורותמה חוקות עולם יהיה זה להמה בכול מושבותיהמה ואחר יעלו את האיל אחד פעם אחת ביום הניפת העומר וספרתה לכמה שבע שבתות תמימות מיום הביאכמה את העומר התנופה תספורו עד ממוחרת השבת השביעית תספורו חמשים יום והביאותמה מנחה חדשה ליהוה ממושבותיכמה לחם סולת חמץ חדש בכורים ליהוה לחם חטים שתים ,91
4Q405,4Q405:f19:5-f20ii_22:5,unknown,Shir Shabat,0.9231263,0.8176985,מאירים כול מעשיהם קודשי דבקי פלא רוחי רוקמהות בדני צורות אלוהים מחוקקי סביב ללבני כבודם צורות כבוד למעשי לבני הוד והדר אלוהים חיים כול מעשיהם וצורות בדניהם מלאכי קודש מתחת לדבירי הפלא קול דממת שקט אלוהים מברכים המלך ל ק ל אלוהים צדק פלאיהם כבודם ם לוא יתמהמהו בעומדם ירי כול כוהני קורב בחוק יתכלכלו לשרת מושב ככסא מלכותו בדבירי כבודו לוא ישבו מרכבות כבודו כרובי קודש אופני אור בדביר רוחות אלוהי טוהר קודש מעשי פנותו ממלכות מושבי כבוד למרכבות כנפי דעת גבורת פלא אמת וצדק עולמים מרכבות כבודו בלכתמה ל לוא יסבו לכול ישרו ,96
11Q19,11Q19:22:0-22:11,unknown,Temple Scroll,0.9226247,0.81581455,נסכו כמשפט עולה הוא אשה ריח ניחוח ליהוה השמן הזה יבעירו בנרות למנו רות בהמה יאירו הדגלי ם שרי האלפים עם נשיאי כבשים בני שנה ארבעה עשר ומנחתמה ונסכמה לכבשים ולאלים ושחטו בני לוי את וזרקו הכוהנים בני אהרון את דמם על המזבח סביב ואת חלבמה יקטירו על מזבח העולה ומנחתמה ונסכמה יקטירו על החלבים אשי ריח ניחוח ליהוה וירימו מן האילים ומן הכבשים תרומה את שוק הימין ואת חזי התנופה ולראשית את האזרוע ואת הלחיים ואת הקבה לכוהנים יהיה למנה כמשפטמה וללויים את השכם אחר יוציאום אל בני ישראל ונתנו בני ישראל לכוהנים ,95
4Q385a,4Q385a:f17a_eii:7-f18ii:1,unknown,Apocr_Jeremiah,0.9224309,0.8150865,לוב בסעדך והיא בגולה תלך בשבי ועלליה ירטשו בראש הרים ועל נכבדיה ידו גורל וכל גדוליה בזקים ויצא ירמיה הנביא מלפני יהוה וילך עם השבאים אשר נשבו מארץ ירושלים ויבאו לרבלה אל מלך בבל בהכות נבוזרדן רב הטבחים עים ויקח את כלי בית אלהים את הכהנים החרים ובני ישראל ויביאם בבל וילך ירמיה הנביא עמהם עד הנהר ויצום את אשר יעשו בארץ שביאם וישמעו בקול ירמיה לדברים אשר צוהו אלהים לעשות ושמרו את ברית אלהי אבותיהם בארץ בבל ולא יעשו כאשר עשו הם ומלכיהם כהניהם ושריהם ויחללו שם אלהים לטמא בתחפנס אשר בארץ מצרים ,95
1QM,1QM:3:15-4:4,sectarian_texts,War Scroll,0.92241883,0.8150413, על אות השבט יכתובו נס אל ואת שם נשי השבט משפחותיו ואת שם הנשיא הרבוא ואת שמות שרי מאיותיו ועל אות ועל אות מררי יכתובו תרומת אל ואת שם נשי מררי ואת שמות שרי אלפיו ועל אות האלף יכתובו אף אל בעברה על בליעל ובכול אנשי גורלו לאין שארית ואת שם שר האלף ואת שמות שרי מאיותיו ועל אות המאה יכתובו מאת אל יד מלחמה בכול בשר עול ואת שם שר המאה ואת שמות שרי עשרותיו ועל אות החמשים יכתובו חדל מעמד רשעים בגבורת אל ואת שם שר החמשים ואת שמות שרי עושרותיו על אות העשרה יכתובו רנות ,100
11Q19,11Q19:64:4-64:12,unknown,Temple Scroll,0.92234313,0.814757,עירו ואל שער מקומו ואמרו אל זקני עירו בננו זה סורר ומורר ואננו שומע בקולנו זולל וסבא ורגמוהו כול אנשי עירו באבנים וימות ובערתה הרע מקרבכה וכול בני ישראל ישמעו ויראו כי יהיה איש רכיל בעמו ומשלים את עמו לגוי נכר ועושה רעה בעמו ותליתמה אותו על העץ וימת על פי שנים עדים ועל פי שלושה עדים יומת והמה יתלו אותו העץ כי יהיה באיש חטא משפט מות ויברח אל תוך הגואים ויקלל את עמו ואת בני ישראל ותליתמה גם אותו על העץ וימות ולוא תלין נבלתמה על העץ כי קבור תקוברמה ביום ההוא כי מקוללי אלוהים ואנשים תלוי על העץ ולוא תטמא את האדמה אשר אנוכי ,108
4Q365a,4Q365a:f1:1-f2i:8,unknown,rewritten pentateuch,0.92210186,0.8138507, בחג המצות ויאמר יהוה אל מושה דבר אל בני ישראל ואמרתה אליהם ולכול המצות אשר ות הכבשים אשר לעולה ל בתו נותרות ם לדגן וליצהר בני ישראל וביום הבכורים לפרי יביאו לשמאול שער המערב את ראשית פרי ארצמה את התאנים והרמונימ והעץ אשר יאכל ולימין השער הזה מנחת הקורבנים הבאה עליה לבונה ולשמאול שער הצפון מנחת הקנאות ולימין השער הזה כול המנחה ושעירי החטאת אשר יקריבו בני ישראל שמה יהיו אוכלים את החטאות העוף ולתורים ולבני היונה ועשיתה חצר שנית סובבת את החצר הפנימית רחוב מאה באמה ואורך לרוח ,91
1QS,1QS:11:20-11:22,sectarian_texts,community_rule,0.92190623,0.81311595,הכיל את כבודכה ומה אפ הואה בן האדם במעשי פלאכה וילוד אשה מה ישב לפניכה והואה מעפר מגבלו ולחם רמה מדורו והואה מצירוק חמר קורצ ולעפר תשוקתו מה ישיב חמר ויוצר יד ולעצת מה יבין ,36
11Q19,11Q19:16:12-17:6,unknown,Temple Scroll,0.92189765,0.8130837,במקום מובדל לחטאות שמה ישרופו אותו על ראושו וכרעיו עם כול קרביו ושרפו כולו שמה לבד מחלבו חטאת הוא ויקח הפר השני אשר לעם ויכפר בו על כול עם הקהל בדמו ובחלבו כאשר עשה לפר הראישון כן יעשה לפר הקהל ויתן מדמו באצבעו על קרנות המזבח ואת כול דמו יזרוק על ארבע פנות עזרת המזבח ואת חלבו ואת מנחתו ואת נסכו יקטיר המזבח חטאת קהל הוא הכוהנים ויתנו עטרות וישמחו כי כופר עליהמה מקרא קודש יהיה היום הזה להמה חוקות עולם לדורותיהמה בכול מושבותמה וישמחו ויש ועשו בארבעה עשר בחודש הראישון בין הערבים ,94
11Q19,11Q19:42:15-43:9,unknown,Temple Scroll,0.9215616,0.81182146,ולשרי האלפים ולשרי המאיות אשר יהיו עולים ויושבים שמה עד עהעלות את עולת המועד אשר לחג הסוכות שנה בשנה בין שער לשער יהיו ה לשש בימי השבתות ובימי ובימי הבכורים לדגן לתירוש וליצהר ובמועד קורבן העצים באלה הימים יאכל ולוא יניחו ממנו שנה לשנה אחרת כי ככה יהיו אוכלים אותו מחג הבכורים לדגן החטים יהיו אוכלים את הדגן עד השנה השנית עד יום חג הבכורים והיין מיום מועד התירוש עד השנה השנית עד יום מועד התירוש והיצהר מיום מועדו עד השנה השנית ,83
4Q158,4Q158:f10_12:11-f15:2,unknown,rewritten pentateuch,0.92149055,0.8115546, או שור או שה או כול בהמה לשמור במלאכת רעהו ולקח בעליו ולוא ישלם ואם גנוב יגנב וכיא ישאל איש מעם רעהו בהמה ונשבר או מת בעליו קודש הוא קודש קדשים ולבנה זכה בד בבד ה ר וכול הרוחות לברכה להארץ שה ובארץ מצרים ול יד מצרים וגאלתים ה במצרים ואת רשע לבב ים במצלות אשר יישבו לי נ ע דה ר ה ,65
11Q20,11Q20:8:10-10:2,unknown,Temple Scroll,0.92125684,0.81067675,אמה ורחב הקיר שלוש אמות וגבהו עשרים אמה שערים עשו לה מהמזרח מהצפון ומהמערב רוחב השערים ארבע אמות וגובהמה שבע מן הארץ ארבע אמות מצופות זהב אשר יהיו מניחים עליהמה את בגדיהמה אשר יהיו באים אליהם למעלה מעל לבית בבואם לשרת בקודש ועשיתה תעלה סביב לכיור אצל מזבח העולה הולכת לתחת הכיור ומחלה יורדת למטה אל תוך הארץ אשר יהיו המים נשפכים והולכים אליה ואובדים בתוך הארץ ולוא יהיה נוגעים בהמה כול אדם כי מדם העולה מתערב במה ושולחנות לפני המושבות בפרור הפנימי אצל קיר החצר החיצון מקומות עשוים לכוהנים לזבחיהמה ולבכורים ולמעשרות ולזבחי ,95
