N,C Ph,Ref,JBD,NoG CPh,NoG Rec ,NoG Reg,Quant mid,Quant pre,Aff pron,Aff conj,Aff prep,Po,Pr,Mult Rec ,Mult regs,Rec part Pas,Rec part pf,Rec part pm,Rec part sf,Rec  part sm,Reg part Pas,Reg part pf,Reg  pm,Reg  sf, Reg  sm,צורת הסמיכות,C Ph
2431,מדרך פשעם,Psalms 107:17,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2432,שערי מות,Psalms 107:18,,,,,,,,,,V,,,,,,,,,,,,,,,
2433,לבני אדם,Psalms 107:21,,,,,,,,,V,V,,,,,,,,,,,,,,,
2434,זבחי תודה,Psalms 107:22,,,,,,,,,,V,,,,,,,,,,,,,,,
2435,יורדי הים,Psalms 107:23,,,,,,,,,,V,,,,,,,,,,,V,, ,,
2436,עשי מלאכה,Psalms 107:23,,,,,,,,,,V,,,,,,,,,,,V,, ,,
2437,מעשי יהוה,Psalms 107:24,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2438,מחוז חפצם,Psalms 107:30,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2439,לבני אדם,Psalms 107:31,,,,,,,,,V,V,,,,,,,,,,,,,,,
2440,בקהל עם,Psalms 107:32,,,,,,,,,V,V,,,,,,,,,,,,,,,
2441,ובמושב זקנים,Psalms 107:32,,,,,,,,V,V,V,,,,,,,,,,,,,,,
2442,ומצאי מים,Psalms 107:32,,,,,,,,V, ,V,,,,,,,,,,,V,, ,,
2443,ארץ פרי,Psalms 107:34,,,,,,,,,,V,,,,,,,,,,,,,,,
2444,מרעת ישבי בה,Psalms 107:34,?,,,,,,,,,V,,,,,,V,,,,,V,, ,,
2445,לאגם מים,Psalms 107:35,,,,,,,,,V,V,,,,,,,,,,,,,,,
2446,וארץ ציה,Psalms 107:35,,,,,,,,V, ,V,,,,,,,,,,,,,,,
2447,למצאי מים,Psalms 107:35,,,,,,,,,V,V,,,,,,,,,,,V,, ,,
2448,עיר מושב,Psalms 107:36,,,,,,,,,,V,,,,,,,,,,,,,,,
2449,פרי תבואה,Psalms 107:37,,,,,,,,,,V,,,,,,,,,,,,,,,
2450,מעצר רעה ויגון,Psalms 107:39,,,,,,,,,,V,,2, ,,,,,,,,,,,,
2451,חסדי יהוה,Psalms 107:43,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2452,ועמק סכות,Psalms 108:8,,,,,,,,,V,V,,,,,,,,,,,,,,,
2453,מעוז ראשי,Psalms 108:9,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2454,סיר רחצי,Psalms 108:10,?,,,,,,,,,,,,,,,,,,,,,,,,
2455,עיר מבצר,Psalms 108:11,,,,,,,,,,V,,,,,,,,,,,,,,,
2456,תשועת אדם,Psalms 108:13,,,,,,,,,,V,,,,,,,,,,,,,,,
2457,אלהי תהלתי,Psalms 109:1,,,אלהי תהלתי,אלהי,,,V,,,V,,,,,,,,,,,,,,,
2458,פי רשע,Psalms 109:2,,,,,,,,,,V,,,,,,,,,,,,,,,
2459,ופי מרמה ,Psalms 109:2,,,,,,,,V, ,V,,,,,,,,,,,,,,,
2460,לשון שקר,Psalms 109:2,,,,,,,,,,V,,,,,,,,,,,,,,,
2461,ודברי שנאה,Psalms 109:3,,,,,,,,V, ,V,,,,,,,,,,,,,,,
2462,עון אבותיו,Psalms 109:14,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2463,וחטאת אמו,Psalms 109:14,,,,,,,V,V, ,V,,,,,,,,,,,,,,,
2464,פעלת שטני,Psalms 109:20,,,,,,,V,, ,V,,,,,,V,,,,,,, ,,
2465,משפטי נפשו,Psalms 109:31,,,,,,,V,, ,V,,,,,,,,,,,V,, ,,
2466,מטה עזך,Psalms 110:2,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2467,ביום חילך,Psalms 110:3,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2468,בהדרי קדש,Psalms 110:3,,,,,,,,,V,V,,,,,,,,,,,,,,,
2469,טַ֣ל יַלְדֻתֶֽיךָ,Psalms 110:3,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2470,בְּיֹום־אַפֹּ֣ו,Psalms 110:5,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2471,בְּסֹ֖וד יְשָׁרִ֣ים וְעֵדָֽה,Psalms 111:1,,,,,,,,,V,V,,2, ,,,,,,,,,,,,
2472,מַעֲשֵׂ֣י יְהוָ֑ה,Psalms 111:2,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2473,כֹּ֣חַ מַ֭עֲשָׂיו,Psalms 111:6,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2474,נַחֲלַ֥ת גֹּויִֽם,Psalms 111:6,,,,,,,,,,V,,,,,,,,,,,,,,,
2475,מַעֲשֵׂ֣י יָ֭דָיו,Psalms 111:7,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2476,רֵ֘אשִׁ֤ית חָכְמָ֨ה,Psalms 111:10,,,,,,,,,,V,,,,,,,,,,,,,,,
2477,יִרְאַ֬ת יְהוָ֗ה ,Psalms 111:10,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2478, דֹּ֭ור יְשָׁרִ֣ים,Psalms 112:2,,,,,,,,,,V,,,,,,,,,,,,,,,
2479,לְזֵ֥כֶר עֹ֝ולָ֗ם,Psalms 112:6,,,,,,,,,V,V,,,,,,,,,,,,,,,
2480,תַּאֲוַ֖ת רְשָׁעִ֣ים,Psalms 112:10,,,,,,,,,,V,,,,,,,,,,,,,,,
2481,עַבְדֵ֣י יְהוָ֑ה,Psalms 113:1,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2482,שֵׁ֥ם יְהוָֽה,Psalms 113:1,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2483,שֵׁ֣ם יְהוָ֣ה,Psalms 113:2,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2484,מִמִּזְרַח־שֶׁ֥מֶשׁ,Psalms 113:3,,,,,,,,,V,V,,,,,,,,,,,,,,,
2485,שֵׁ֣ם יְהוָֽה,Psalms 113:3,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2486,נְדִיבֵ֥י עַמֹּֽו,Psalms 113:8,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2487,אֵֽם־הַבָּנִ֥ים,Psalms 113:9,,,,,,,,,,V,,,,,,,,,,,,,,,
2488,בֵּ֥ית יַ֝עֲקֹ֗ב,Psalms 114:1,,,,,,,,,,V,,,,,,,,,,,,,,,
2489,כִּבְנֵי־צֹֽאן,Psalms 114:4,,,,,,,,,V,V,,,,,,,,,,,,,,,
2490,כִּבְנֵי־צֹֽאן,Psalms 114:6,,,,,,,,,V,V,,,,,,,,,,,,,,,
2491,אֱלֹ֣והַּ יַעֲקֹֽב,Psalms 114:7,,,אלוה יעקב,,,,,,,V,,,,,,,,,,,,,,,
2492,אֲגַם־מָ֑יִם,Psalms 114:8,,,,,,,,,,V,,,,,,,,,,,,,,,
2493,מַ֝עֲשֵׂ֗ה יְדֵ֣י אָדָֽם,Psalms 115:4,,,,,,,,,,V,,,2,,,,,,,,,,,,
2494, בֵּ֣ית אַ֭הֲרֹן,Psalms 115:10,,,,,,,,,,V,,,,,,,,,,,,,,,
2495,בֵּ֣ית יִשְׂרָאֵ֑ל,Psalms 115:12,,,,,,,,,,V,,,,,,,,,,,,,,,
2496,בֵּ֥ית אַהֲרֹֽן,Psalms 115:12,,,,,,,,,,V,,,,,,,,,,,,,,,
2497,יִרְאֵ֣י יְהוָ֑ה,Psalms 115:13,,,יהוה,,,,,,,V,,,,,,,,,,,V,, ,,
2498,עֹ֝שֵׂ֗ה שָׁמַ֥יִם וָאָֽרֶץ,Psalms 115:15,,,,,,,,,,V,,2, ,,,,,,,,,,V,,
2499,לִבְנֵי־אָדָֽם,Psalms 115:16,,,,,,,,,2,V,,,,,,,,,,,,,,,
2500,כָּל־יֹרְדֵ֥י דוּמָֽה,Psalms 115:17,,,,,,V,,,,V,,,,,,,,,,,V,, ,,
2501,חֶבְלֵי־מָ֗וֶת,Psalms 116:3,,,,,,,,,,V,,,,,,,,,,,,,,,
2502,וּמְצָרֵ֣י שְׁאֹ֣ול,Psalms 116:3,,,,,,,,V, ,V,,,,,,,,,,,,,,,
2503,וּבְשֵֽׁם־יְהוָ֥ה,Psalms 116:4,,,יהוה,,,,,V,V,V,,,,,,,,,,,,,,,
2504,בְּ֝אַרְצֹ֗ות הַֽחַיִּֽים,Psalms 116:9,,,,,,,,,V,V,,,,,,,,,,,,,,,
2505,כֹּוס־יְשׁוּעֹ֥ות,Psalms 116:13,,,,,,,,,,V,,,,,,,,,,,,,,,
2506,וּבְשֵׁ֖ם יְהוָ֣ה,Psalms 116:13,,,יהוה,,,,,V,V,V,,,,,,,,,,,,,,,
2507,בֶּן־אֲמָתֶ֑ךָ,Psalms 116:16,,,,,,,V,,,V,,,,,,,,,,,,,,,
2508,זֶ֣בַח תֹּודָ֑ה,Psalms 116:17,,,,,,,,,,V,,,,,,,,,,,,,,,
2509, וּבְשֵׁ֖ם יְהוָ֣ה,Psalms 116:17,,,יהוה,,,,,V,V,V,,,,,,,,,,,,,,,
2510,בְּחַצְרֹ֤ות ׀ בֵּ֤ית יְהוָ֗ה,Psalms 116:19,,,יהוה,,,,,,V,V,,,2,,,,,,,,,,,,
2511,וֶֽאֱמֶת־יְהוָ֥ה,Psalms 117:2,,,יהוה,,,,,V, ,V,,,,,,,,,,,,,,,
2512,בֵֽית־אַהֲרֹ֑ן,Psalms 118:3,,,,,,,,,,V,,,,,,,,,,,,,,,
2513, יִרְאֵ֣י יְהוָ֑ה,Psalms 118:4,,,יהוה,,,,,,,V,,,,,,,,,,,V,, ,,
2514,בְּשֵׁ֥ם יְ֝הוָ֗ה,Psalms 118:10,,,יהוה,,,,,,V,V,,,,,,,,,,,,,,,
2515,בְּשֵׁ֥ם יְ֝הוָ֗ה,Psalms 118:11,,,,,,,,,V,V,,,,,,,,,,,,,,,
2516,כְּאֵ֣שׁ קֹוצִ֑ים,Psalms 118:12,,,,,,,,,V,V,,,,,,,,,,,,,,,
2517,בְּשֵׁ֥ם יְ֝הוָ֗ה,Psalms 118:12,,,,,,,,,V,V,,,,,,,,,,,,,,,
2518,קֹ֤ול ׀ רִנָּ֬ה וִֽישׁוּעָ֗ה,Psalms 118:15,,,,,,,,,,V,,2, ,,,,,,,,,,,,
2519,בְּאָהֳלֵ֥י צַדִּיקִ֑ים,Psalms 118:15,,,,,,,,,V,V,,, ,,,,,,,,,,,,
2520, יְמִ֥ין יְ֝הוָה,Psalms 118:15,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2521,יְמִ֣ין יְ֭הוָה,Psalms 118:16,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2522,יְמִ֥ין יְ֝הוָה,Psalms 118:16,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2523,שַׁעֲרֵי־צֶ֑דֶק,Psalms 118:19,,,,,,,,,,V,,,,,,,,,,,,,,,
2524,לְרֹ֣אשׁ פִּנָּֽה,Psalms 118:22,,,,,,,,,V,V,,,,,,,,,,,,,,,
2525,בְּשֵׁ֣ם יְהוָ֑ה,Psalms 118:26,,,יהוה,,,,,,V,V,,,,,,,,,,,,,,,
2526,מִבֵּ֥ית יְהוָֽה,Psalms 118:26,,,יהוה,,,,,,V,V,,,,,,,,,,,,,,,
2527,אֵ֤ל ׀ יְהוָה֮ ,Psalms 118:27,,,אל יהוה,,,,,,,V,,,,,,,,,,,,,,,
2528,קַ֝רְנֹ֗ות הַמִּזְבֵּֽחַ,Psalms 118:27,,,,,,,,,,V,,,,,,,,,,,,,,,
2529,תְמִֽימֵי־דָ֑רֶךְ,Psalms 119:1,,,,,,,,,,V,,,,,,,,,,,,,,,
2530,בְּתֹורַ֥ת יְהוָֽה,Psalms 119:1,,,יהוה,,,,,,V,V,,,,,,,,,,,,,,,
2531, נֹצְרֵ֥י עֵדֹתָ֗יו,Psalms 119:2,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2532,בְּיֹ֣שֶׁר לֵבָ֑ב ,Psalms 119:7,,,,,,,,,V,V,,,,,,,,,,,,,,,
2533,מִשְׁפְּטֵ֥י צִדְקֶֽךָ,Psalms 119:7,,,,,,,,,V,V,,,,,,,,,,,,,,,
2534,כֹּ֗֝ל מִשְׁפְּטֵי־פִֽיךָ,Psalms 119:13,,,,,,V,,,V,V,,,,,,,,,,,,,,,
2535,בְּדֶ֖רֶךְ עֵדְוֹתֶ֥יךָ,Psalms 119:14,,,,,,V,,,V,V,,,,,,,,,,,,,,,
2536,אַנְשֵׁ֥י עֲצָתִֽי,Psalms 119:24,,,,,,V,,, ,V,,,,,,,,,,,,,,,
2537,דֶּֽרֶךְ־פִּקּוּדֶ֥יךָ,Psalms 119:27,,,,,,V,,, ,V,,,,,,,,,,,,,,,
2538,דֶּֽרֶךְ־שֶׁ֭קֶר,Psalms 119:29,,,,,,,,,,V,,,,,,,,,,,,,,,
2539,דֶּֽרֶךְ־אֱמוּנָ֥ה,Psalms 119:30,,,,,,,,,,V,,,,,,,,,,,,,,,
2540,דֶּֽרֶךְ־מִצְוֹתֶ֥יךָ,Psalms 119:32,,,,,,V,,, ,V,,,,,,,,,,,,,,,
2541, דֶּ֥רֶךְ חֻקֶּ֗יךָ,Psalms 119:33,,,,,,V,,, ,V,,,,,,,,,,,,,,,
2542,בִּנְתִ֣יב מִצְוֹתֶ֑יךָ,Psalms 119:35,,,,,,V,,,V,V,,,,,,,,,,,,,,,
2543,דְבַר־אֱמֶ֣ת,Psalms 119:43,,,,,,,,,V,V,,,,,,,,,,,,,,,
2544,עֹ֝זְבֵ֗י תֹּורָתֶֽךָ,Psalms 119:53,,,,,,V,,, ,V,,,,,,,,,,,V,, ,,
2545,בְּבֵ֣ית מְגוּרָֽי,Psalms 119:54,,,,,,V,,,V,V,,,,,,,,,,,,,,,
2546,חֶבְלֵ֣י רְשָׁעִ֣ים,Psalms 119:61,,,,,,,,,,V,,,,,,,,,,,,,,,
2547,חֲצֹֽות־לַ֗יְלָה,Psalms 119:62,,,,,,,,,,V,,,,,,,,,,,,,,,
2548,מִשְׁפְּטֵ֥י צִדְקֶֽךָ,Psalms 119:62,,,,,,V,,, ,V,,,,,,,,,,,,,,,
2549,וּ֝לְשֹׁמְרֵ֗י פִּקּוּדֶֽיךָ,Psalms 119:63,,,,,,V,,V,V,V,,,,,,,,,,,V,, ,,
2550,ט֤וּב טַ֣עַם וָדַ֣עַת,Psalms 119:66,,,,,,,,,,V,,2, ,,,,,,,,,,,,
2551,תֹֽורַת־פִּ֑יךָ ,Psalms 119:72,,,,,,,V,,,V,,,,,,,,,,,,,,,
2552,עֵד֥וּת פִּֽיךָ,Psalms 119:88,,,,,,,V,,,V,,,,,,,,,,,,,,,
2553,כָּל־אֹ֬רַח שָֽׁקֶר,Psalms 119:104,,,,,,V,,,,V,,,,,,,,,,,,,,,
2554,מִשְׁפְּטֵ֥י צִדְקֶֽךָ,Psalms 119:106,,,,,,,V,,,V,,,,,,,,,,,,,,,
2555,נִדְבֹ֣ות פִּ֭י,Psalms 119:108,,,,,,,V,,,V,,,,,,,,,,,,,,,
2556,שְׂשֹׂ֖ון לִבִּ֣י,Psalms 119:111,,,,,,,V,,,V,,,,,,,,,,,,,,,
2557,מִצְוֹ֥ת אֱלֹהָֽי,Psalms 119:115,,,אֱלֹהָֽי,,, ,V,,,V,,,,,,,,,,,,,,,
2558,כָל־רִשְׁעֵי־אָ֑רֶץ,Psalms 119:119,,,,,,V,,,,V,,,,,,,,,,,,,,,
2559,וּלְאִמְרַ֥ת צִדְקֶֽךָ,Psalms 119:123,,,,,,,V,V,V,V,,,,,,,,,,,,,,,
2560,כָּל־פִּקּ֣וּדֵי כֹ֣ל,Psalms 119:128,,,,,,V,,,,V,,, ,,,,,,,,,,,,
2561,כָּל־אֹ֖רַח שֶׁ֣קֶר,Psalms 119:128,,,,,,V,,,,V,,,,,,,,,,,,,,,
2562,פֵּ֖תַח דְּבָרֶ֥יךָ,Psalms 119:130,,,,,,,V,,,V,,,,,,,,,,,,,,,
2563,לְאֹהֲבֵ֥י שְׁמֶֽךָ,Psalms 119:132,,,,,,,V,,V,V,,, ,,,,,,,,V,, ,,
2564,מֵעֹ֣שֶׁק אָדָ֑ם,Psalms 119:134,,,,,,,,,V,V,,,,,,,,,,,,,,,
2565,פַּלְגֵי־מַ֭יִם,Psalms 119:136,,,,,,,,,,V,,,,,,,,,,,,,,,
2566,צֶ֣דֶק עֵדֹתֶ֑יךָ,Psalms 119:138,,,,,,,V,,,V,,,,,,,,,,,,,,,
2567,צֶ֖דֶק עֵדְוֹתֶ֥יךָ,Psalms 119:144,,,,,,,V,,,V,,,,,,,,,,,,,,,
2568,רֹדְפֵ֣י זִמָּ֑ה,Psalms 119:150,,,,,,,,,,V,,,,,,,,,,,V,, ,,
2569,רֹאשׁ־דְּבָרְךָ֥,Psalms 119:160,,,,,,,V,,,V,,,,,,,,,,,,,,,
2570,כָּל־מִשְׁפַּ֥ט צִדְקֶֽךָ,Psalms 119:160,,,,,,V,V,,,V,,,,,,,,,,,,,,,
2571,מִשְׁפְּטֵ֥י צִדְקֶֽךָ,Psalms 119:164,,,,,,,V,,,V,,,,,,,,,,,,,,,
2572,לְאֹהֲבֵ֣י תֹורָתֶ֑ךָ,Psalms 119:165,,,,,,,V,,V,V,,,,,,,,,,,V,, ,,
2573,מִשְּׂפַת־שֶׁ֑קֶר,Psalms 120:2,,,,,,,,,V,V,,,,,,,,,,,,,,,
2574,אָהֳלֵ֥י קֵדָֽר,Psalms 120:5,,,,,,,,,,V,,,,,,,,,,,,,,,
2575,שֹׂונֵ֥א שָׁלֹֽום,Psalms 120:6,,,,,,,,,,V,,,,,,,,,,,V,, ,,
2576,עֹ֝שֵׂ֗ה שָׁמַ֥יִם וָאָֽרֶץ,Psalms 121:2,,,,,,,,,,V,,2, ,,,,,,,,,,V,,
2577,שֹׁ֝ומֵ֗ר יִשְׂרָאֵֽל,Psalms 121:4,,,,,,,,,,V,,,,,,,,,,,,,V,,
2578,יַ֥ד יְמִינֶֽךָ,Psalms 121:5,,,,,,,V,,,V,,,,,,,,,,,,,,,
2579,שִׁ֥יר הַֽמַּעֲלֹ֗ות,Psalms 122:1,,,,,,,,,,V,,,,,,,,,,,,,,,
2580,בֵּ֖ית יְהוָ֣ה,Psalms 122:1,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2581,שִׁבְטֵי־יָ֭הּ,Psalms 122:4,,,יה ,,,,,,,V,,,,,,,,,,,,,,,
2582,לְשֵׁ֣ם יְהוָֽה,Psalms 122:4,,,יהוה,,,,,,V,V,,,,,,,,,,,,,,,
2583,בֵּית־יְהוָ֣ה,Psalms 122:9,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2584,שִׁ֗יר הַֽמַּ֫עֲלֹ֥ות,Psalms 123:1,,,,,,,,,,V,,,,,,,,,,,,,,,
2585,כְעֵינֵ֪י עֲבָדִ֡ים,Psalms 123:2,,,,,,,,,V,V,,,,,,,,,,,,,,,
2586,יַ֤ד אֲ‍ֽדֹונֵיהֶ֗ם,Psalms 123:2,,,,,,,V,,,V,,,,,,,,,,,,,,,
2587, כְּעֵינֵ֣י שִׁפְחָה֮ ,Psalms 123:2,,,,,,,,,V,V,,,,,,,,,,,,,,,
2588,יַ֪ד גְּבִ֫רְתָּ֥הּ,Psalms 123:2,,,,,,,V,,,V,,,,,,,,,,,,,,,
2589,הַלַּ֥עַג הַשַּׁאֲנַנִּ֑ים,Psalms 123:4,?,,,,,,,,,V,,,,,,,,,,,,,,,
2590,שִׁ֥יר הַֽמַּעֲלֹ֗ות,Psalms 124:1,,,,,,,,,,,V,,,,,,,,,,,,,,
2591,מִפַּ֪ח יֹ֫וקְשִׁ֥ים,Psalms 124:7,,,,,,,,,V,V,,,,,,,,,,,V,, ,,
2592,בְּשֵׁ֣ם יְהוָ֑ה,Psalms 124:8,,,יהוה,,,,,,V,V,,,,,,,,,,,,,,,
2593,שִׁ֗יר הַֽמַּ֫עֲלֹ֥ות,Psalms 125:1,,,,,,,,,,V,,,,,,,,,,,,,,,
2594,כְּֽהַר־צִיֹּ֥ון ,Psalms 125:1,,,,,,,,,V,V,,,,,,,,,,,,,,,
2595,שֵׁ֤בֶט הָרֶ֗שַׁע,Psalms 125:3,,,,,,,,,,V,,,,,,,,,,,,,,,
2596,גֹּורַ֪ל הַֽצַּדִּ֫יקִ֥ים,Psalms 125:3,,,,,,,,,,V,,,,,,,,,,,,,,,
2597,פֹּעֲלֵ֣י הָאָ֑וֶן,Psalms 125:5,,,,,,,,,,V,,,,,,,,,,,V,, ,,
2598,שִׁ֗יר הַֽמַּ֫עֲלֹ֥ות,Psalms 126:1,,,,,,,,,,V,,,,,,,,,,,,,,,
2599,שִׁיבַ֣ת צִיֹּ֑ון,Psalms 126:1,,,,,,,,,,V,,,,,,,,,,,,,,,
2600,מֶֽשֶׁךְ־הַ֫זָּ֥רַע,Psalms 126:6,,,,,,,,,,V,,,,,,,,,,,,,,,
2601,שִׁ֥יר הַֽמַּֽעֲלֹ֗ות,Psalms 127:1,,,,,,,,,,V,,,,,,,,,,,,,,,
2602,מַשְׁכִּ֪ימֵי ק֡וּם ,Psalms 127:2,,,,,,,,,,V,,,,,,,,,,,V,, ,,
2603,מְאַֽחֲרֵי־שֶׁ֗בֶת,Psalms 127:2,,,,,,,,,,V,,,,,,,,,,,V,, ,,
2604,אֹ֭כְלֵי לֶ֣חֶם ,Psalms 127:2,,,,,,,,,,V,,,,,,,,,,,V,, ,,
2605,נַחֲלַ֣ת יְהוָ֣ה,Psalms 127:3,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2606,פְּרִ֣י הַבָּֽטֶן,Psalms 127:3,,,,,,,,,,V,,,,,,,,,,,,,,,
2607,בְּיַד־גִּבֹּ֑ור,Psalms 127:4,,,,,,,,,V,V,,,,,,,,,,,,,,,
2608,בְּנֵ֣י הַנְּעוּרִֽים,Psalms 127:4,,,,,,,,,,V,,,,,,,,,,,,,,,
2609,שִׁ֗יר הַֽמַּ֫עֲלֹ֥ות,Psalms 128:1,,,,,,,,,,,V,,,,,,,,,,,,,,
2610,כָּל־יְרֵ֣א יְהוָ֑ה,Psalms 128:1,,,יהוה,,,V,,,,V,,,,,,,,,,,,,V,,
2611,בְּיַרְכְּתֵ֪י בֵ֫יתֶ֥ךָ,Psalms 128:3,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2612,כִּשְׁתִלֵ֣י זֵיתִ֑ים,Psalms 128:3,,,,,,,,,V,V,,,,,,,,,,,,,,,
2613,יְרֵ֣א יְהוָֽה,Psalms 128:4,,,יהוה,,,,,,,V,,,,,,,,,,,,,V,,
2614,בְּט֣וּב יְרוּשָׁלִָ֑ם,Psalms 128:5,,,,,,,,,V,V,,,,,,,,,,,,,,,
2615,כֹּ֗֝ל יְמֵ֣י חַיֶּֽיךָ,Psalms 128:5,,,,,,V,V,,,V,,,,,,,,,,,,,,,
2616,שיר המעלות,Psalms 129:1,,,,,,,,,,,V,,,,,,,,,,,,,,
2617,עֲבֹ֣ות רְשָׁעִֽים,Psalms 129:4,,,,,,,,,,V,,,,,,,,,,,,,,,
2618,כֹּ֗֝ל שֹׂנְאֵ֥י צִיֹּֽון,Psalms 129:5,,,,,,V,,,,V,,,,,,,,,,,V,, ,,
2619,כַּחֲצִ֣יר גַּגֹּ֑ות,Psalms 129:6,,,,,,,,,V,V,,,,,,,,,,,,,,,
2620,שֶׁקַּדְמַ֖ת שָׁלַ֣ף,Psalms 129:6,?,,,,,,,,,V,,,,,,,,v,,,,,,,
2621,בִּרְכַּֽת־יְהוָ֥ה,Psalms 129:8,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2622,בְּשֵׁ֣ם יְהוָֽה,Psalms 129:8,,,יהוה,,,,,,V,V,,,,,,,,,,,,,,,
2623,שִׁ֥יר הַֽמַּעֲלֹ֑ות,Psalms 130:1,,,,,,,,,,,V,,,,,,,,,,,,,,
2624,לְ֝קֹ֗ול תַּחֲנוּנָֽי,Psalms 130:2,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2625,שִׁ֥יר הַֽמַּֽעֲלֹ֗ות,Psalms 131:1,,,,,,,,,,,V,,,,,,,,,,,,,,
2626,שִׁ֗יר הַֽמַּ֫עֲלֹ֥ות ,Psalms 132:1,,,,,,,,,,,V,,,,,,,,,,,,,,
2627,לַאֲבִ֥יר יַעֲקֹֽב,Psalms 132:2,,,,,,,,,V,V,,,,,,,,,,,,,,,
2628,בְּאֹ֣הֶל בֵּיתִ֑י,Psalms 132:3,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2629,עֶ֥רֶשׂ יְצוּעָֽי,Psalms 132:3,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2630,לַאֲבִ֥יר יַעֲקֹֽב,Psalms 132:5,,,,,,,,,V,V,,,,,,,,,,,,,,,
2631,בִּשְׂדֵי־יָֽעַר,Psalms 132:6,,,,,,,,,V,V,,,,,,,,,,,,,,,
2632,לַהֲדֹ֥ם רַגְלָֽיו,Psalms 132:7,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2633,וַאֲרֹ֥ון עֻזֶּֽךָ,Psalms 132:8,,,,,,,V,V, ,V,,,,,,,,,,,,,,,
2634, פְּנֵ֣י מְשִׁיחֶֽךָ,Psalms 132:10,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2635,מִפְּרִ֥י בִטְנְךָ֑,Psalms 132:11,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2636, שִׁ֥יר הַֽמַּעֲלֹ֗ות,Psalms 133:1,,,,,,,,,,V,,,,,,,,,,,,,,,
2637,זְקַֽן־אַהֲרֹ֑ן,Psalms 133:2,,,,,,,,,,V,,,,,,,,,,,,,,,
2638,כְּטַל־חֶרְמֹ֗ון,Psalms 133:3,,,,,,,,,V,V,,,,,,,,,,,,,,,
2639,הַרְרֵ֪י צִ֫יֹּ֥ון,Psalms 133:3,,,,,,,,,,V,,,,,,,,,,,,,,,
2640,שִׁ֗יר הַֽמַּ֫עֲלֹ֥ות,Psalms 134:1,,,,,,,,,,V,,,,,,,,,,,,,,,
2641,כָּל־עַבְדֵ֣י יְהוָ֑ה,Psalms 134:1,,,יהוה,,,V,,,,V,,,,,,,,,,,,,,,
2642,בְּבֵית־יְ֝הוָ֗ה,Psalms 134:1,,,יהוה,,,,,,V,V,,,,,,,,,,,,,,,
2643,עַבְדֵ֥י יְהוָֽה,Psalms 135:1,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2644,בְּבֵ֣ית יְהוָ֑ה,Psalms 135:2,,,יהוה,,,,,,V,V,,,,,,,,,,,,,,,
2645,בְּ֝חַצְרֹ֗ות בֵּ֣ית אֱלֹהֵֽינוּ,Psalms 135:2,,,אלהינו,,,,V,,V,V,,,2,,,,,,,,,,,,
2646,מִקְצֵ֪ה הָ֫אָ֥רֶץ,Psalms 135:7,,,,,,,,,V,V,,,,,,,,,,,,,,,
2647,בְּכֹורֵ֣י מִצְרָ֑יִם,Psalms 135:8,,,,,,,,,,V,,,,,,,,,,,,,,,
2648, מֶ֤לֶךְ הָאֱמֹרִ֗י,Psalms 135:11,,,,,,,,,,V,,,,,,,,,,,,,,,
2649,מֶ֣לֶךְ הַבָּשָׁ֑ן,Psalms 135:11,,,,,,,,,,V,,,,,,,,,,,,,,,
2650,וּ֝לְכֹ֗ל מַמְלְכֹ֥ות כְּנָֽעַן,Psalms 135:11,,,,,,V,,V, V,V,,,,,,,,,,,,,,,
