N,C Ph,Ref,JBD,NoG CPh,NoG Rec ,NoG Reg,Quant mid,Quant pre,Aff pron,Aff conj,Aff prep,Po,Pr,Mult Rec ,Mult regs,Rec part Pas,Rec part pf,Rec part pm,Rec part sf,Rec  part sm,Reg part Pas,Reg part pf,Reg  pm,Reg  sf, Reg  sm,צורת הסמיכות,C Ph
2622,בִּרְכַּֽת־יְהוָ֥ה,Psalms 129:8,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2623,בְּשֵׁ֣ם יְהוָֽה,Psalms 129:8,,,יהוה,,,,,,V,V,,,,,,,,,,,,,,,
2624, שִׁ֥יר הַֽמַּעֲלֹ֑ות,Psalms 130:1,,,,,,,,,,,V,,,,,,,,,,,,,,
2625,לְ֝קֹ֗ול תַּחֲנוּנָֽי,Psalms 130:2,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2626, שִׁ֥יר הַֽמַּֽעֲלֹ֗ות,Psalms 131:1,,,,,,,,,,,V,,,,,,,,,,,,,,
2627,שִׁ֗יר הַֽמַּ֫עֲלֹ֥ות ,Psalms 132:1,,,,,,,,,,,V,,,,,,,,,,,,,,
2628,לַאֲבִ֥יר יַעֲקֹֽב,Psalms 132:2,,,,,,,,,V,V,,,,,,,,,,,,,,,
2629,בְּאֹ֣הֶל בֵּיתִ֑י,Psalms 132:3,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2630,עֶ֥רֶשׂ יְצוּעָֽי,Psalms 132:3,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2631,לַאֲבִ֥יר יַעֲקֹֽב,Psalms 132:5,,,,,,,,,V,V,,,,,,,,,,,,,,,
2632,בִּשְׂדֵי־יָֽעַר,Psalms 132:6,,,,,,,,,V,V,,,,,,,,,,,,,,,
2633,לַהֲדֹ֥ם רַגְלָֽיו,Psalms 132:7,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2634,וַאֲרֹ֥ון עֻזֶּֽךָ,Psalms 132:8,,,,,,,V,V, ,V,,,,,,,,,,,,,,,
2635, פְּנֵ֣י מְשִׁיחֶֽךָ,Psalms 132:10,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2636,מִפְּרִ֥י בִטְנְךָ֑,Psalms 132:11,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2637, שִׁ֥יר הַֽמַּעֲלֹ֗ות,Psalms 133:1,,,,,,,,,,V,,,,,,,,,,,,,,,
2638,זְקַֽן־אַהֲרֹ֑ן,Psalms 133:2,,,,,,,,,,V,,,,,,,,,,,,,,,
2639,כְּטַל־חֶרְמֹ֗ון,Psalms 133:3,,,,,,,,,V,V,,,,,,,,,,,,,,,
2640,הַרְרֵ֪י צִ֫יֹּ֥ון,Psalms 133:3,,,,,,,,,,V,,,,,,,,,,,,,,,
2641,שִׁ֗יר הַֽמַּ֫עֲלֹ֥ות,Psalms 134:1,,,,,,,,,,V,,,,,,,,,,,,,,,
2642,כָּל־עַבְדֵ֣י יְהוָ֑ה,Psalms 134:1,,,יהוה,,,V,,,,V,,,,,,,,,,,,,,,
2643,בְּבֵית־יְ֝הוָ֗ה,Psalms 134:1,,,יהוה,,,,,,V,V,,,,,,,,,,,,,,,
2644,עַבְדֵ֥י יְהוָֽה,Psalms 135:1,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2645,בְּבֵ֣ית יְהוָ֑ה,Psalms 135:2,,,יהוה,,,,,,V,V,,,,,,,,,,,,,,,
2646,בְּ֝חַצְרֹ֗ות בֵּ֣ית אֱלֹהֵֽינוּ,Psalms 135:2,,,אלהינו,,,,V,,V,V,,,2,,,,,,,,,,,,
2647,מִקְצֵ֪ה הָ֫אָ֥רֶץ,Psalms 135:7,,,,,,,,,V,V,,,,,,,,,,,,,,,
2648,בְּכֹורֵ֣י מִצְרָ֑יִם,Psalms 135:8,,,,,,,,,,V,,,,,,,,,,,,,,,
2649, מֶ֤לֶךְ הָאֱמֹרִ֗י,Psalms 135:11,,,,,,,,,,V,,,,,,,,,,,,,,,
2650,מֶ֣לֶךְ הַבָּשָׁ֑ן,Psalms 135:11,,,,,,,,,,V,,,,,,,,,,,,,,,
2651,וּ֝לְכֹ֗ל מַמְלְכֹ֥ות כְּנָֽעַן,Psalms 135:11,,,,,,V,,V, V,V,,,,,,,,,,,,,,,
2652, עֲצַבֵּ֣י הַ֭גֹּויִם,Psalms 135:15,,,,,,,,,,V,,,,,,,,,,,,,,,
2653,מַ֝עֲשֵׂ֗ה יְדֵ֣י אָדָֽם,Psalms 135:15,,,,,,,,,,V,,,2,,,,,,,,,,,,
2654,בֵּ֣ית יִ֭שְׂרָאֵל,Psalms 135:19,,,,,,,,,,V,,,,,,,,,,,,,,,
2655,בֵּ֥ית אַ֝הֲרֹ֗ן,Psalms 135:19,,,,,,,,,,V,,,,,,,,,,,,,,,
2656,בֵּ֣ית הַ֭לֵּוִי,Psalms 135:20,,,,,,,,,,V,,,,,,,,,,,,,,,
2657,יִֽרְאֵ֥י יְ֝הוָ֗ה,Psalms 135:20,,,יהוה,,,,,,,V,,,,,,,,,,,V,, ,,
2658,לֵֽאלֹהֵ֣י הָאֱלֹהִ֑ים,Psalms 136:2,,,אלהי האלהים,,,,,,V,V,,,,,,,,,,,,,,,
2659,לַאֲדֹנֵ֣י הָאֲדֹנִ֑ים,Psalms 136:3,,,,,,,,,V,V,,,,,,,,,,,,,,,
2660,לְעֹ֘שֵׂ֤ה נִפְלָאֹ֣ות,Psalms 136:4,,,,,,,,,V,V,,,,V,V,,,,,,,,V,,
2661,לְעֹשֵׂ֣ה הַ֭שָּׁמַיִם,Psalms 136:5,,,,,,,,,V,V,,,,,,,,,,,,,V,,
2662,לְרֹקַ֣ע הָ֭אָרֶץ,Psalms 136:6,,,,,,,,,V,V,,,,,,,,,,,,,V,,
2663,לְ֭עֹשֵׂה אֹורִ֣ים,Psalms 136:7,,,,,,,,,V,V,,,,,,,,,,,,,V,,
2664,לְגֹזֵ֣ר יַם־ס֭וּף,Psalms 136:13,,,,,,,,,V,V,,,2,,,,,,,,,,V,,
2665,בְיַם־ס֑וּף,Psalms 136:15,,,,,,,,,V,V,,,,,,,,,,,,,,,
2666,לְמֹולִ֣יךְ עַ֭מֹּו,Psalms 136:16,,,,,,,,,V,V,,,,,,,,,,,,,V,,
2667,לְ֭מַכֵּה מְלָכִ֣ים,Psalms 136:17,,,,,,,,,V,V,,,,,,,,,,,,,V,,
2668,מֶ֣לֶךְ הָאֱמֹרִ֑י,Psalms 136:19,,,,,,,,,,V,,,,,,,,,,,,,,,
2669,מֶ֣לֶךְ הַבָּשָׁ֑ן,Psalms 136:20,,,,,,,,,,V,,,,,,,,,,,,,,,
2670,לְאֵ֣ל הַשָּׁמָ֑יִם ,Psalms 136:26,,,אל השמים,,,,,,V,V,,,,,,,,,,,,,,,
2671,נַהֲרֹ֨ות ׀ בָּבֶ֗ל,Psalms 137:1,,,,,,,,,,V,,,,,,,,,,,,,,,
2672,דִּבְרֵי־שִׁ֭יר,Psalms 137:3,,,,,,,,,,V,,,,,,,,,,,,,,,
2673,מִשִּׁ֥יר צִיֹּֽון,Psalms 137:3,,,,,,,,,V,V,,,,,,,,,,,,,,,
2674,שִׁיר־יְהוָ֑ה,Psalms 137:4,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2675,אַדְמַ֥ת נֵכָֽר,Psalms 137:4,,,,,,, ,,,V,,,,,,,,,,,,,,,
2676, רֹ֣אשׁ שִׂמְחָתִֽי,Psalms 137:6,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2677,לִבְנֵ֬י אֱדֹ֗ום,Psalms 137:7,,,,,,,,,V,V,,,,,,,,,,,,,,,
2678,יום ירושלם,Psalms 137:7,,,,,,,,,,V,,,,,,,,,,,,,,,
2679,בת בבל,Psalms 137:8,,,,,,,,,,V,,,,,,,,,,,,,,,
2680,היכל קדשך ,Psalms 138:2,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2681,כל מלכי ארץ,Psalms 138:4,,,,,,V,,,,V,,,,,,,,,,,,,,,
2682,אמרי פיך,Psalms 138:4,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2683,בדרכי יהוה,Psalms 138:5,,,יהוה,,,,,,V,V,,,,,,,,,,,,,,,
2684,כבוד יהוה,Psalms 138:5,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2685,מעשי ידיך,Psalms 138:8,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2686,כנפי שחר,Psalms 139:9,,,,,,,,,,V,,,,,,,,,,,,,,,
2687,באחרית ים,Psalms 139:9,,,,,,,,,V,V,,,,,,,,,,,,,,,
2688,בבטן אמי,Psalms 139:13,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2689,בתחתיות ארץ,Psalms 139:15,,,,,,,,, V,V,,,,,,,,,,,,,,,
2690,ואנשי דמים,Psalms 139:19,,,,,,,,V, ,V,,,,,,,,,,,,,,,
2691,תכלית שנאה,Psalms 139:22,,,,,,,,, ,V,,,,,,,,,,,,,,,
2692,דרך עצב,Psalms 139:24,,,,,,,,,,V,,,,,,,,,,,,,,,
2693,בדרך עולם,Psalms 139:24,,,,,,,,,V,V,,,,,,,,,,,,,,,
2694,מאיש חמסים,Psalms 140:1,,,,,,,,,V,V,,,,,,,,,,,,,,,
2695,חמת עכשוב,Psalms 140:4,,,,,,,,,,V,,,,,,,,,,,,,,,
2696,צידי רשע,Psalms 140:5,,,,,,,,,V,V,,,,,,,,,,,,,,,
2697,מאיש חמסים,Psalms 140:5,,,,,,,,,V,V,,,,,,,,,,,,,,,
2698,קול תחנוני,Psalms 140:7,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2699,עז ישועתי,Psalms 140:8,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2700,ביום נשק,Psalms 140:8,,,,,,,,,V,V,,,,,,,,,,,,,,,
2701,מאויי רשע,Psalms 140:9,,,,,,,,,,V,,,,,,,,,,,,,,,
2702,ראש מסבי,Psalms 140:10,,,,,,,V,, ,V,,,,,,V,,,,,,, ,,
2703,עמל שפתימו,Psalms 140:10,,,,,,,V,, ,V,,,,,, ,,,,,,,,,
2704,איש לשון,Psalms 140:12,,,,,,,,,,V,,,,,,,,,,,,,,,
2705,איש חמס,Psalms 140:12,,,,,,,,,,V,,,,,,,,,,,,,,,
2706,דין עני,Psalms 140:13,,,,,,,,,,V,,,,,,,,,,,,,,,
2707,משפט אביונים,Psalms 140:13,,,,,,,,,,V,,,,,,,,,,,,,,,
2708,משאת כפי,Psalms 141:2,,,,,,,V,,,V,,,,,,,,,,,,,,,
2709,מנחת ערב,Psalms 141:2,,,,,,,,,,V,,,,,,,,,,,,,,,
2710,דל שפתי,Psalms 141:3,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2711,"פעלי און
 ",Psalms 141:4,,,,,,,,,,V,,,,,,,,,,,,,V,,
2712,שמן ראש,Psalms 141:5,,,,,,,,,,V,,,,,,,,,,,,,,,
2713,בידי סלע,Psalms 141:6,,,,,,,,,V,V,,,,,,,,,,,,,,,
2714,ומקשות פעלי און,Psalms 141:9,,,,,,,,V, ,V,,,2,,,V,,,,,V,, ,,
2715,כמתי עולם,Psalms 143:3,,,,,,,,,V,V,,,,,,,,,,,V,, ,,
2716,במעשה ידיך,Psalms 143:5,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2717,ירדי בור,Psalms 143:7,,,,,,,,,,V,,,,,,,,,,,V,, ,,
2718,בארץ מישור,Psalms 143:10,,,,,,,,,V,V,,,,,,,,,,,,,,,
2719,כל צררי נפשי,Psalms 143:12,,,,,,V,,,V,V,,,,,,,,,,,V,, ,,
2720,בן אנוש,Psalms 144:3,,,,,,,,,,V,,,,,,,,,,,,,,,
2721,מיד בני נכר,Psalms 144:7,,,,,,,,,V,V,,,2,,,,,,,,,,,,
2722,ימין שקר,Psalms 144:8,,,,,,,,,,V,,,,,,,,,,,,,,,
2723,בהבל עשור,Psalms 144:9,,,,,,,,,V,V,,,,,,,,,,,,,,,
2724,מיד בני נכר,Psalms 144:11,,,,,,,,,V,V,,,,,,,,,,,,,,,
2725,ימין שקר,Psalms 144:11,,,,,,,,,,V,,,,,,,,,,,,,,,
2726,כזוית מחוטבות,Psalms 144:12,2,,,,,,,,V,V,,,,V,V,,,,,,,, ,,
2727,תבנית היכל,Psalms 144:12,,,,,,,,,,V,,,,,,,,,,,,,,,
2728,הדר כבוד הודך,Psalms 145:5,,,,,,,V,,,V,,,2,,,,,,,,,,,,
2729,ודברי נפלאותיך,Psalms 145:5,,,,,,,V,V, ,V,,,,V,V,,,,,,,, ,,
2730,ועזוז נוראותיך,Psalms 145:6,,,,,,,V,V, ,V,,,,V,V, ,,,,,,, ,,
2731,זכר רב טובך,Psalms 145:7,,,,,,,V,, ,V,,,2,,,,,,,,,,,,
2732,ארך אפים,Psalms 145:8,,,,,,,,,,V,,,,,,,,,,,,, ,,
2733,וגדל חסד,Psalms 145:8,,,,,,,,V, ,V,,,,,,,,,,,,,,,
2734,כבוד מלכותך,Psalms 145:11,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2735,לבני האדם,Psalms 145:12,,,,,,,,,V,V,,,,,,,,,,,,,,,
2736,וכבוד הדר מלכותו,Psalms 145:12,,,,,,,V,V, ,V,,,2,,,,,,,,,,,,
2737,מלכות כל עלמים,Psalms 145:13,,,,,V, ,,,,V,,,,,,,,,,,,,,,
2738,עיני כל,Psalms 145:15,,,,,, ,,,,V,,,,,,,,,,,,,,,
2739,רצון יראיו,Psalms 145:19,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2740,תהלת יהוה,Psalms 145:21,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2741,שם קדשו ,Psalms 145:21,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2742,בבן אדם,Psalms 146:3,,,,,,,,,V,V,,,,,,,,,,,,,,,
2743,אל יעקב,Psalms 146:5,,,אל יעקב,,,,,,,V,,,,,,,,,,,,,,,
2744,ודרך רשעים,Psalms 146:9,,,,,,,,V, ,V,,,,,,,,,,,,,,,
2745,בונה ירושלים,Psalms 147:2,,,,,,,,,,V,,,,,,,,,,,,,V,,
2746,נדחי ישראל,Psalms 147:2,,,,,,,,,,V,,,,,,,,,V,,V,, ,,
2747,לשבורי לב,Psalms 147:3,,,,,,,,,V,V,,,,,,,,,V,,V,, ,,
2748,ורב כח,Psalms 147:5,,,,,,,,V, ,V,,,,,,,,,,,,,,,
2749,לבני ערב,Psalms 147:9,,,,,,,,,V,V,,,,,,,,,,,,,,,
2750,בגבורת הסוס,Psalms 147:10,,,,,,,,,V,V,,,,,,,,,,,,,,,
2751,בשוקי איש,Psalms 147:10,,,,,,,,,V,V,,,,,,,,,,,,,,,
2752,בריחי שעריך,Psalms 147:13,,,,,,,V,, ,V,,,,,,,,,,,,,,,
2753,חלב חטים,Psalms 147:14,,,,,,,,,,V,,,,,,,,,,,,,,,
2754,כל כוכבי אור,Psalms 148:3,,,,,,V,,,,V,,,,,,,,,,,,,,,
2755,שמי השמים,Psalms 148:4,,,,,,,,,,V,,,,,,,,,,,,,,,
2756,שם יהוה,Psalms 148:5,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2757,רוח סערה,Psalms 148:8,,,,,,,,,,V,,,,,,,,,,,,,,,
2758,עץ פרי,Psalms 148:9,,,,,,,,,,V,,,,,,,,,,,,,,,
2759,וצפור כנף,Psalms 148:10,,,,,,,,V, ,V,,,,,,,,,,,,,,,
2760,מלכי ארץ,Psalms 148:11,,,,,,,,,,V,,,,,,,,,,,,,,,
2761,וכל שפטי ארץ,Psalms 148:11,,,,,,V,,V, ,V,,,,,,,,,,,V,, ,,
2762,שם יהוה,Psalms 148:13,,,יהוה,,,,,,,V,,,,,,,,,,,,,,,
2763,לבני ישראל,Psalms 148:14,,,,,,,,,V,V,,,,,,,,,,,,,,,
2764,בקהל חסידים,Psalms 149:1,,,,,,,,,V,V,,,,,,,,,,,,,,,
2765,בני ציון,Psalms 149:2,,,,,,,,,,V,,,,,,,,,,,,,,,
2766,רוממות אל,Psalms 149:6,,,אל,,,,,,,V,,,,,,,,,,,,,,,
2767,בכבלי ברזל,Psalms 149:8,,,,,,,,,V,V,,,,,,,,,,,,,,,
2768,ברקיע עזו,Psalms 150:1,,,,,,,V,,V,V,,,,,,,,,,,,,,,
2769,בתקע שופר,Psalms 150:3,,,,,,,,,V,V,,,,,,,,,,,,,,,
2770,בצלצלי שמע,Psalms 150:5,,,,,,,,,V,V,,,,,,,,,,,,,,,
2771,בצלצלי תרועה,Psalms 150:5,,,,,,,,,V,V,,,,,,,,,,,,,,,
2772,ספר סרך היחד,1QS I:1,,,,,,,,,,,V,,2,,,,,,,,,, ,,
2773,ביד מושה,1QS I:3,,,,,,,,,V,,V,,,,,,,,,,,, ,,
2774,בכול מעשי טוב,1QS I:5,,,,,,V,,,V,,V,,,,,,,,,,,, ,,
2775,בשרירות לב אשמה,1QS I:6,,,,,,,,,V,,V,,2,,,,,,,,,, ,,
2776,ועיני זנות,1QS I:6,,,,,,,,V, ,,V,,,,,,,,,,,, ,,
2777,חוקי אל,1QS I:7,,,אל,,,,,,,,V,,,,,,,,,,,, ,,
2778,בברית חסד,1QS I:8,,,,,,,,,V,,V,,,,,,,,,,,, ,,
2779,בעצת אל,1QS I:8,,,אל,,,,,,V,,V,,,,,,,,,,,, ,,
2780,למועדי תעודותם,1QS I:9,,,,,,,V,,V,,V,,,,,,,,,,,, ,,
2781,כל בני אור,1QS I:9,,,,,,V,,,,,V,,,,,,,,,,,, ,,
2782,בעצת אל,1QS I:10,,,אל,,,,,,V,,V,,,,,,,,,,,, ,,
2783,כול בני חושך,1QS I:10,,,,,,V,,,,,V,,,,,,,,,,,, ,,
2784,בנקמת אל,1QS:I:11,,,אל,,,,,,V,,V,,,,,,,,,,,, ,,
2785,כתם דרכיו,1QS:I:13,,,,,,,V,,V,,V,,,,,,,,,,,, ,,
2786,כעצת צדקו,1QS:I:13,,,,,,,V,,V,,V,,,,,,,,,,,, ,,
2787,מכול דברי אל,1QS:I:14,,,אל,,,V,,,V,,V,,,,,,,,,,,, ,,
2788,מחוקי אמתו,1QS:I:15,,,,,,V,,,V,,V,,,,,,,,,,,, ,,
2789,בסרכ היחד ,1QS:I:16,,,,,,,,,V,,V,,,,,,,,,,,, ,,
2790,ומצרפ נסוימ,1QS:I:18,,,,,,,,,V,,V,,,,,,,,,,,, ,,
2791,בממשלת בליעל,1QS:I:18,,,,,,,,,V,,V,,,,,,,,,,,, ,,
2792,אל ישועות,1QS:I:19,,,אל ישועות ,,,,,,,,V,,,,,,,,,,,, ,,
2793,כול מעשי אמתו,1QS:I:19,,,,,,V,V,,,,V,,,,,,,,,,,, ,,
2794,צדקות אל,1QS:I:21,,,אל,,,,,,,,V,,,,,,,,,,,, ,,
2795,במעשי גבורתום,1QS:I:21,,,,,,,V,,V,,V,,,,,,,,,,,, ,,
2796,כול חסדי רחמים,1QS:I:22,,,,,,V,,,,,V,,,,,,,,,,,, ,,
2797,עוונות בני ישראל,1QS:I:23,,,,,,,,,,,V,,2,,,,,,,,,,,,
2798,וכול פשעי אשמתם וחטאתם,1QS:I:23,,,,,,V,V,,V,,V,V, ,,,,,,,,,,,,
2799,בממשלת בליעל,1QS:I:24,,,,,,,,,V,,V,,,,,,,,,,,,,,
2800,ורחמי חסדו,1QS:II:1,,,,,,,V,V,,,V,,,,,,,,,,,,,,
2801,כול אנשי הגורל,1QS:II:2,,,,,,V,,,,,V,,,,,,,,,,,,,,
2802,בשכל חיים,1QS:II:3,,,,,,,,,V,,V,,,,,,,,,,,,,,
2803,בדעת עולמים,1QS:II:3,,,,,,,,,V,,V,,,,,,,,,,,,,,
2804,פני חסדיו,1QS:II:4,,,,,,,V,, ,,V,,,,,,,,,,,,,,
2805,לשלום עולמים,1QS:II:4,,,,,,,,,V,,V,,,,,,,,,,,,,,
2806,כול אנשי גורל בליעל,1QS:II:4,,,,,,V,,,,,V,,2,,,,,,,,,,,,
2807,בכול מעשי רשע,1QS:II:5,,,,,,V,,,V,,V,,,,,,,,,,,,,,
2808,ביד כול נוקמי נקם,1QS:II:6,,,,,,V,,,V,,V,,2,,,V,,,,,V,, ,,
2809,ביד כול משלמי גמולים,1QS:II:6,,,,,,V,,,V,,V,,2,,,V,,,,,V,, ,,
2810,באפלת אש עולמים,1QS:II:8,,,,,,,,,V,,V,,2,,,,,,,,,,,,
2811,פני אפו,1QS:II:9,,,,,,,V,, ,,V,,,,,,,,,,,,,,
2812,בפי כול אוחזי אבות ,1QS:II:9,,,,,,V,,,V,,V,,2,,,V,,,,,V,, ,,
2813,בגלולי לבו,1QS:II:11,,,,,,,V,,V,,V,,,,,,,,,,,,,,
2814,במכשול עוונו,1QS:II:12,,,,,,,V,,V,,V,,,,,,,,,,,,,,
2815,דברי הברית,1QS:II:13,,,,,,,,,,,V,,,,,,,,,,,,,,
2816,בשרירות לבי,1QS:II:14,,,,,,,V,,V,,V,,,,,,,,,,,,,,
2817,אפ אל ,1QS:II:15,,,אל,,,,,,,,V,,,,,,,,,,,,,,
2818,וקנאת משפטיו,1QS:II:15,,,,,,,V,V, ,,V,,,,,,,,,,,,,,
2819,לכלת עולמים,1QS:II:15,,,,,,,,,V,,V,,,,,,,,,,,,,,
2820,כול אלות הברית ,1QS:II:16,,,,,,V,,,,,V,,,,,,,,,,,,,,
2821,כול בני אור,1QS:II:16,,,,,,V,,,,,V,,,,,,,,,,,,,,
2822,ומכשול עוונו,1QS:II:17,,,,,,V,,V, ,,V,,,,,,,,,,,,,,
2823,ארורי עולמים,1QS:II:17,,,,,,,,,,,V,,,,,,,,V,,,,V,,
2824,וכול באי הברית,1QS:II:18,,,,,,V,,V, ,,V,,,,,,,,,,,,V,,
2825,כול יומי ממשלת בליעל,1QS:II:19,,,,,,V,,,,,V,,2,,,,,,,,,,,,
2826,לדעת כול איש,1QS:II:22,,,,,V, ,,,V,,V,,,,,,,,,,,,,,
2827,בית מעמדו,1QS:II:22,,,,,,,V,, ,,V,,,,,,,,,,,,,,
2828,ביחד אל,1QS:II:22,,,אל,,,,,,V,,V,,,,,,,,,,,,,,
2829,לעצת עולמים,1QS:II:23,,,,,,,,,V,,V,,,,,,,,,,,,,,
2830,מבית מעמדו,1QS:II:23,,,,,,,,,V,,V,,,,,,,,,,,,,,
2831,ממקום גורלו,1QS:II:23,,,,,,,V,,V,,V,,,,,,,,,,,,,,
2832,ביחד אמת,1QS:II:24,,,,,,,,,V,,V,,,,,,,,,,,,,,
2833,וענות טוב,1QS:II:24,,,,,,,,V, ,,V,,,,,,,,,,,,,,
2834,ואהבת חסד,1QS:II:24,,,,,,,,V, ,,V,,,,,,,,,,,,,,
2835,ומחשבת צדק,1QS:II:24,,,,,,,,V, ,,V,,,,,,,,,,,,,,
2836,בעצת קודש,1QS:II:25,,,,,,,,,V,,V,,,,,,,,,,,,,,
2837,ובני סוד עולמים,1QS:II:25,,,,,,,,V, ,,V,,2,,,,,,,,,,,,
2838,בשרירות לבו,1QS:II:26,,,,,,,V,,V,,V,,,,,,,,,,,,,,
2839,י]חד אמתו,1QS:II:26,,,,,,,V,, ,,V,,,,,,,,,,,,,,
2840,ביסורי דעת,1QS:III:1,,,,,,,,,V,,V,,,,,,,,,,,,,,
2841,משפטי צדק,1QS:III:1,,,,,,,,,,,V,,,,,,,,,,,,,,
2842,בעצת יחד,1QS:III:2,,,,,,,,,V,,V,,,,,,,,,,,,,,
2843,בסאון רשע,1QS:III:2,,,,,,,,,V,,V,,,,,,,,,,,,,,
2844,במתור שרירות לבו,1QS:III:3,,,,,,,V,,V,,V,,2,,,,,,,,,,,,
2845,לדרכי אור,1QS:III:3,,,,,,,,,V,,V,,,,,,,,,,,,,,
2846,בעין תמימים,1QS:III:3,,,,,,,,,V,,V,,,,,,,,,,,,,,
2847,במי נדה,1QS:III:4,,,,,,,,,V,,V,,,,,,,,,,,,,,
2848,בכול מי רחצ,1QS:III:5,,,,,,V,,,V,,V,,,,,,,,,,,,,,
2849,כול יומי מואסו,1QS:III:5,,,,,,V,V,, ,,V,,,,,,,,,,,,,,
2850,במשפטי אל,1QS:III:6,,,אל,,,,,,V,,V,,,,,,,,,,,,,,
2851,ביחד עצתו,1QS:III:6,,,,,,,V,,V,,V,,,,,,,,,,,,,,
2852,ברוח עצת אמת אל,1QS:III:6,,,אל,,,,,,V,,V,,3,,,,,,,,,,,,
2853,דרכי איש,1QS:III:6,,,,,,,,,,,V,,,,,,,,,,,,,,
2854,באור החיים,1QS:III:7,,,,,,,,,V,,V,,,,,,,,,,,,,,
2855,וברוח יושר וענוה ,1QS:III:8,,,,,,,,V,V,,V,2, ,,,,,,,,,,,,
2856,ובענות נפשו,1QS:III:8,,,,,,,,V,V,,V,,,,,,,,,,,,,,
2857,לכול חוקי אל,1QS:III:8,,,אל,,,V,,,V,,V,,,,,,,,,,,,,,
2858,במי נדה,1QS:III:9,,,,,,,,,V,,V,,,,,,,,,,,,,,
2859,במי דוכי,1QS:III:9,,,,,,,,,V,,V,,,,,,,,,,,,,,
2860,בכול דרכי אל,1QS:III:10,,,,,,V,,,V,,V,,,,,,,,,,,,,,
2861,למועדי תעודתיו,1QS:III:10,,,,,,,V,,V,,V,,,,,,,,,,,,,,
2862,בכפורי ניחוח,1QS:III:11,,,,,,,,,V,,V,,,,,,,,,,,,,,
2863,לברית יחד,1QS:III:11,,,,,,,,,V,,V,,,,,,,,,,,,,,
2864,כול בני אור,1QS:III:13,,,,,,V,,,,,V,,,,,,,,,,,,,,
2865,בתולדות כול בני איש,1QS:III:13,,,,,V, ,,,V,,V,,2,,,,,,,,,,,,
2866,לכול מיני רוחותם,1QS:III:14,,,,,,V,V,,V,,V,,,,,,,,,,,,,,
2867,ולפקודת נגועיהם,1QS:III:14,,,,,,,V,V,V,,V,,,,,,,,,,,,,,
2868,קצי שלומם,1QS:III:15,,,,,,,V,, ,,V,,,,,,,,,,,,,,
2869,מאל הדעות,1QS:III:15,,,אל,,,,,,V,,V,,,,,,,,,,,,,,
2870,כמחשבת כבודו,1QS:III:16,,,,,,,V,,V,,V,,,,,,,,,,,,,,
2871,משפטי כול ,1QS:III:17,,,,,, ,,,,,V,,,,,,,,,,,,,,
2872,לממשלת תבל,1QS:III:18,,,,,,,,,V,,V,,,,,,,,,,,,,,
2873,מועד פקודתו,1QS:III:18,,,,,,,V,, ,,V,,,,,,,,,,,,,,
2874,רוחות האמת והעול,1QS:III:19,,,,,,,,,,,V,2, ,,,,,,,,,,,,
2875,במעון אור,1QS:III:19,,,,,,,,,V,,V,,,,,,,,,,,,,,
2876,תולדות האמת,1QS:III:19,,,,,,,,,,,V,,,,,,,,,,,,,,
2877,וממקור חושך,1QS:III:19,,,,,,,,V,V,,V,,,,,,,,,,,,,,
2878,תולדות העול,1QS:III:19,,,,,,,,,,,V,,,,,,,,,,,,,,
2879,ביד שר אורים,1QS:III:20,,,,,,,,,V,,V,,2,,,,,,,,,,,,
2880,ממשלת כול בני צדק,1QS:III:20,,,,,,V,,,,,V,,2,,,,,,,,,,,,
2881,בדרכי אור,1QS:III:20,,,,,,,,,V,,V,,,,,,,,,,,,,,
2882,וביד מלאך חושכ,1QS:III:20,,,,,,,,V,V,,V,,2,,,,,,,,,,,,
2883,כול ממשלת בני עול,1QS:III:21,,,,,,V,,,,,V,,2,,,,,,,,,,,,
2884,ובדרכי חושכ,1QS:III:21,,,,,,,,V,V,,V,,,,,,,,,,,,,,
2885,ובמלאך חושך,1QS:III:21,,,,,,,,V,V,,V,,,,,,,,,,,,,,
2886,תעות כול בני צדק,1QS:III:21,,,,,V, ,,,,,V,,2,,,,,,,,,,,,
